,latitude,longitude,foundation_date,first_funding_age,last_funding_age,first_milestone_age,last_milestone_age,connections,funding_rounds,total_funding,milestones,roundA,roundB,roundC,roundD,avg_group_size,in_Top500,Target,category,city,state_code
119,0.6769150644629202,0.9268355045039175,0.8334600760456273,0.3517272769868203,0.2331077706751898,0.21623257976279286,0.27621549738899165,0.09523809523809523,0.0,0.00563067568108173,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0,6,6,5
120,0.7523102491600021,0.9818410158851084,0.7788593155893536,0.2347302824019224,0.1602514482620855,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.16666666666666666,0.00041004920590470854,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1,6,1,1
121,0.5282394361445762,0.0094808977587684,0.6111026615969581,0.29598318574000815,0.2972433080303636,0.3244948266355292,0.35930286616284474,0.14285714285714285,0.16666666666666666,0.09489138696643597,0.3333333333333333,1.0,1.0,0.0,0.0,0.15,1.0,0,0,18,0
122,0.6743396839811955,0.9268897878153737,0.7791634980988593,0.18466903619215916,0.17513358969236917,0.06753484047441428,0.17580249316164467,0.16666666666666666,0.16666666666666666,0.03488418610233228,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1,1,7,6
123,0.6759626526538703,0.9268680630867342,0.7791634980988593,0.2864448415965515,0.21737664802237316,0.13048014444336328,0.36507627604251136,0.3333333333333333,0.3333333333333333,0.10489258711045325,0.5,1.0,0.0,0.0,0.0,0.5333300000000001,1.0,0,0,6,5
124,0.5294363525133092,0.014604493493834204,0.7221292775665399,0.28534709532319924,0.39952057530962853,0.3126506870790222,0.3785529715762274,0.3333333333333333,0.5,0.3424210905308637,0.3333333333333333,1.0,1.0,1.0,0.0,0.125,1.0,0,0,1,0
125,0.7517595727576418,0.9792503372431505,0.6111026615969581,0.28021312342282645,0.40807281262485023,0.16217443482209465,0.16217443482209465,0.047619047619047616,0.6666666666666666,0.8537935652278273,0.0,1.0,1.0,1.0,0.0,0.36666999999999994,1.0,0,8,14,1
126,0.6164141174970831,0.8769387635836553,0.2777186311787072,0.6475297362062157,0.6184328805433481,0.5949369141448542,0.7705880445006649,0.14285714285714285,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,0.15,1.0,0,6,1,2
127,0.6626922125804343,0.8128597092614348,0.7914828897338403,0.1670582407946612,0.21686476228525772,0.18409501259554778,0.23355821521628664,0.07142857142857142,0.16666666666666666,0.0011301356162739529,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1,7,1,9
128,0.5943796005364732,0.86288763485105,0.4444106463878327,0.38987395998580965,0.3884026667998402,0.1441082027829133,0.1441082027829133,0.047619047619047616,0.16666666666666666,0.10589270712485498,0.16666666666666666,0.0,1.0,0.0,0.0,0.2,1.0,1,5,1,4
129,0.5297101018263165,0.01481586769086011,0.49992395437262355,0.3966612448710483,0.46348756492209353,0.270436681694831,0.270436681694831,0.047619047619047616,0.3333333333333333,0.26091130935712287,0.16666666666666666,0.0,1.0,0.0,0.0,0.25,1.0,0,0,1,0
130,0.6774748597017499,0.9270514688338974,0.2777186311787072,0.7388568712892494,0.5941495205753098,0.7424453742445374,0.7424453742445374,0.047619047619047616,0.0,0.29991598991879026,0.16666666666666666,0.0,0.0,0.0,0.0,0.4,1.0,0,6,6,5
132,0.5299355857826562,0.008618865087973403,0.6124714828897339,0.2748917314270032,0.38772223332001604,0.12174434822094646,0.40417653227811834,0.21428571428571427,0.3333333333333333,0.09489138696643597,0.3333333333333333,1.0,1.0,1.0,0.0,0.1,1.0,0,2,15,0
133,0.5244814162603086,0.012047494833634226,0.2777186311787072,0.6445979504273848,0.5062425089892131,0.48682062426345774,0.48682062426345774,0.21428571428571427,0.0,0.17990158819058286,0.16666666666666666,0.0,0.0,0.0,0.0,0.6,1.0,0,4,4,0
134,0.6008966671642879,0.7270602028210402,0.8334600760456273,0.35741681559870686,0.2384139033160208,0.256662666363941,0.256662666363941,0.09523809523809523,0.0,0.006780813697643717,0.16666666666666666,0.0,0.0,0.0,0.0,0.2,1.0,1,6,1,2
135,0.3544665592347989,0.7292280760486614,0.33338403041825093,0.580413261310468,0.49888883339992013,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.3333333333333333,0.2512262571508581,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,5,1,10
136,0.5228283277944463,0.015511686230462583,0.6666159695817491,0.47093315126809776,0.34428061326408316,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.019882385886306357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,10,0
137,0.7511989209008407,0.9822369875532568,0.49992395437262355,0.3407297335287857,0.5389095585297643,0.4327624793227595,0.5453223487182813,0.09523809523809523,0.3333333333333333,0.7874744969396328,0.3333333333333333,1.0,1.0,0.0,0.0,0.25,1.0,0,8,16,1
138,0.5295823920610119,0.008848048620725576,0.6126235741444866,0.25160478456729385,0.399008689572513,0.3413825911150033,0.5293265436303288,0.6428571428571429,0.6666666666666666,0.48493819258311,0.5,1.0,1.0,1.0,0.0,0.15,1.0,0,7,12,0
139,0.5400864258451037,0.00696966928145281,0.5555893536121673,0.2730576919215245,0.15973956252497004,0.4414982755451764,0.5950828711361941,0.2857142857142857,0.0,0.14989798775853103,0.3333333333333333,1.0,0.0,0.0,0.0,0.2,0.0,1,4,2,0
140,0.5187692757753296,0.013422881131573335,0.6666159695817491,0.2976298051500365,0.4559590990811027,0.16217443482209465,0.16217443482209465,0.30952380952380953,0.6666666666666666,0.7399687962555507,0.0,0.0,1.0,1.0,0.0,0.43333000000000005,1.0,0,0,1,0
141,0.5402546545615496,0.006919508536612409,0.5555893536121673,0.2847915286116856,0.26953905313623655,0.2702907247034911,0.2702907247034911,0.14285714285714285,0.16666666666666666,0.14989798775853103,0.16666666666666666,1.0,1.0,0.0,0.0,0.2,1.0,0,2,2,0
142,0.5083419046942044,0.5140201011444445,0.49992395437262355,0.3687825056728047,0.3685639732321215,0.3244948266355292,0.4443147048965868,0.19047619047619047,0.3333333333333333,0.4499339920790495,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1,3,6,5
143,0.5226247198346876,0.014658871839099296,0.6118631178707225,0.3630996606357557,0.24371379344786256,0.270436681694831,0.270436681694831,0.09523809523809523,0.0,0.043985278233388006,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0,5,15,0
144,0.5963699477875227,0.8620280160389929,0.8333079847908745,0.2347302824019224,0.17992159408709552,0.2702907247034911,0.3068718713848616,0.21428571428571427,0.16666666666666666,0.044885386246349565,0.3333333333333333,1.0,1.0,0.0,0.0,0.1,1.0,0,6,1,4
145,0.5405071265894609,0.006759243521836597,0.6666159695817491,0.34659330508644753,0.3603550739113065,0.41454488447774424,0.4694895829954699,0.2619047619047619,0.3333333333333333,0.1102932351882226,0.3333333333333333,1.0,1.0,1.0,0.0,0.15,1.0,0,2,2,0
146,0.5400755016632319,0.006418965466863603,0.7777946768060836,0.36071674799360093,0.2414914602477028,0.23400689781929446,0.32153244029277894,0.14285714285714285,0.0,0.015881905828699444,0.3333333333333333,1.0,0.0,0.0,0.0,0.2,1.0,0,3,2,0
147,0.6763850205794408,0.9267639440460628,0.3888973384030418,0.46340957315073256,0.36582975429484627,0.5813088558053041,0.5813088558053041,0.07142857142857142,0.16666666666666666,0.08989078689442734,0.16666666666666666,0.0,1.0,0.0,0.0,0.3,1.0,0,2,6,5
148,0.5294432008516072,0.008397025767947609,0.833764258555133,0.3220211918579356,0.28937774670395533,0.16217443482209465,0.3609300163255598,0.09523809523809523,0.3333333333333333,0.0327071948633836,0.3333333333333333,0.0,0.0,0.0,0.0,0.1,1.0,0,0,12,0
149,0.5298927548840868,0.009132788917969127,0.3888973384030418,0.5134775129353334,0.3839580003995206,0.4640134929129772,0.7779940103575406,0.11904761904761904,0.16666666666666666,0.24690962915549866,0.8333333333333334,1.0,1.0,0.0,0.0,0.3,1.0,0,6,1,0
150,0.35563575065628583,0.7293181110789025,0.3888973384030418,0.6161703380924651,0.5539602477027566,0.16217443482209465,0.16217443482209465,0.047619047619047616,0.16666666666666666,0.08789054686562388,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,1,10
151,0.367598360755586,0.08179260357227776,0.6678326996197719,0.31395543417873184,0.19788129244906116,0.21178900024866745,0.21178900024866745,0.023809523809523808,0.0,0.01688202584310117,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1,6,17,0
152,0.5426727581415378,0.009378090184655203,0.8340684410646387,0.2514173644718435,0.1395575309628446,0.16217443482209465,0.20423707740045194,0.023809523809523808,0.0,8.000960115213825e-05,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1,0
153,0.5297051877866633,0.014849595189522242,0.5555893536121673,0.442505538933178,0.4311576108669597,0.43261111651692563,0.6137437427697232,0.23809523809523808,0.16666666666666666,0.11489378725447054,0.8333333333333334,1.0,1.0,0.0,0.0,0.15,1.0,0,5,1,0
154,0.5631097746949665,0.0016821763394473995,0.33338403041825093,0.38913766675368316,0.7123327007590892,0.4053604056523196,0.7793238407230817,0.2857142857142857,1.0,0.9816978037364483,0.5,0.0,1.0,1.0,1.0,0.42000000000000004,1.0,1,5,1,0
155,0.5402216010820836,0.007013631921298237,0.8333079847908745,0.3165190733414995,0.20027217339192968,0.20260452142324284,0.3073151481733753,0.047619047619047616,0.0,0.013381605792695123,0.5,0.0,0.0,0.0,0.0,0.9,1.0,0,6,2,0
156,0.7291703818441388,0.6677956885863813,0.5571102661596958,0.5497834628540064,0.4178173691570117,0.3237542300498416,0.5331754835501065,0.40476190476190477,0.0,0.009283724046885626,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0,2,9,8
157,0.7510509286326008,0.982624208508312,0.68106463878327,0.3462318520452218,0.35316994606472235,0.3603407825457062,0.3606326965283859,0.2857142857142857,0.16666666666666666,0.03988478617434092,0.5,1.0,0.0,0.0,0.0,0.2,1.0,0,6,13,1
158,0.5211722918258866,0.013696388432643676,0.7221292775665399,0.3656699933733609,0.24611091689972037,0.21637853675413274,0.21637853675413274,0.11904761904761904,0.0,0.0498859863183582,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1,6,11,0
160,0.992703180744573,0.008005840002398885,0.3888973384030418,0.5044880419285528,0.37557431082700765,0.3244948266355292,0.3244948266355292,0.11904761904761904,0.0,0.12489498739848783,0.16666666666666666,0.0,1.0,0.0,0.0,0.2,1.0,0,4,8,7
161,0.6224574191210441,0.3379235942662234,0.7777946768060836,0.32440410450009033,0.4145712644826209,0.23563404798200946,0.23652060155903692,0.0,0.6666666666666666,0.0721757010841301,0.3333333333333333,1.0,0.0,0.0,0.0,0.1,1.0,1,0,1,3
162,0.7317244297750919,0.6637348236210813,0.6111026615969581,0.528149828979163,0.4958112764682382,0.45941855059301784,0.45941855059301784,0.11904761904761904,0.16666666666666666,0.5499459935192224,0.16666666666666666,0.0,1.0,0.0,0.0,0.3,1.0,1,8,9,8
163,0.529983712975135,0.008959181156469731,0.49992395437262355,0.37281873129982535,0.5368557730723132,0.16217443482209465,0.16217443482209465,0.11904761904761904,0.5,0.15169820378445414,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,12,0
164,0.5228283277944463,0.015511686230462583,0.7221292775665399,0.39188872601190117,0.33811925689172995,0.28954623593136775,0.3785529715762274,0.09523809523809523,0.16666666666666666,0.29991598991879026,0.3333333333333333,1.0,1.0,0.0,0.0,0.15,1.0,1,2,10,0
165,0.1941563548399941,0.475478950010451,0.6111026615969581,0.4036292562768998,0.2905763084298842,0.3244948266355292,0.401365508741202,0.2619047619047619,0.16666666666666666,0.14489738768652238,0.5,1.0,1.0,0.0,0.0,0.05,1.0,0,4,7,6
166,0.5391059574947544,0.006033584366342496,0.7777946768060836,0.37318687791588856,0.25312125449460654,0.30168769528504863,0.3982517595926178,0.14285714285714285,0.0,0.06488778653438412,0.5,0.0,0.0,0.0,0.0,0.2,1.0,0,7,2,0
168,0.6759998188206936,0.9269662710245125,0.7787072243346007,0.28351305581772057,0.3490686176588095,0.24807282713286413,0.3840344674732142,0.11904761904761904,0.6666666666666666,0.04694473336800416,0.5,0.0,0.0,0.0,0.0,0.2,1.0,0,5,6,5
169,0.5308205872839253,0.0077621372043728985,0.7221292775665399,0.42251852446836285,0.29912854574510594,0.3244948266355292,0.41350696809488285,0.14285714285714285,0.0,0.02988358603032364,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0,3,1,0
171,0.6759998188206936,0.9269662710245125,0.7221292775665399,0.25691948298827955,0.37386386336396327,0.2899895127198815,0.360486739537046,0.19047619047619047,0.5,0.014381705804696564,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0,6,5
172,0.751734703203634,0.981724713510178,0.8889733840304183,0.28131086969617863,0.19821838793447866,0.19801498491777758,0.30406084784794524,0.11904761904761904,0.16666666666666666,0.05988718646237549,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0,5,16,1
173,0.8729238096113136,0.556716529531202,0.5555893536121673,0.37263800477921244,0.5129095085896924,0.16217443482209465,0.16217443482209465,0.16666666666666666,0.3333333333333333,0.28191382965955913,0.0,0.0,1.0,1.0,0.0,0.2,1.0,0,0,1,2
174,0.5400045773795794,0.006552735055809448,0.5566539923954372,0.4454373247120089,0.4285981821813824,0.43261111651692563,0.43261111651692563,0.11904761904761904,0.16666666666666666,0.13989678761451374,0.16666666666666666,1.0,0.0,0.0,0.0,0.1,1.0,0,2,2,0
175,0.19815408959206168,0.4743303333865262,0.6675285171102662,0.34054231343333535,0.22267653815421498,0.28391878304304113,0.29916858573081206,0.3333333333333333,0.0,0.02988358603032364,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1,1,7,6
176,0.6323898584445711,0.4240612690110407,0.8333079847908745,0.33614463476508905,0.23413778465840995,0.20260452142324284,0.20260452142324284,0.14285714285714285,0.16666666666666666,0.02226322158659039,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1,1,8,7
177,0.5400755016632319,0.006418965466863603,0.8345247148288973,0.2824086159695309,0.26663004394726336,0.26762565815791467,0.2855459332057561,0.11904761904761904,0.16666666666666666,0.05188622634716166,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1,0,2,0
178,0.6456140549639712,0.9019514339186661,0.8333079847908745,0.4779011626739492,0.3507790651218538,0.22422777939952213,0.3664115122225466,0.09523809523809523,0.0,0.749969996399568,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,9
179,0.7480968861637386,0.9791985628242404,0.612319391634981,0.26224087498410276,0.37181632041550144,0.39203507292443757,0.4739331625095953,0.30952380952380953,0.5,0.24490938912669521,0.6666666666666666,1.0,1.0,1.0,0.0,0.15,1.0,1,2,1,1
180,0.3493388716909015,0.09315151383981828,0.3888973384030418,0.5631706125290333,0.6297255793048343,0.16217443482209465,0.16217443482209465,0.07142857142857142,0.3333333333333333,0.04464706764811777,0.0,1.0,0.0,0.0,0.0,0.1,1.0,1,7,1,0
182,0.6487507550960767,0.3351365567689939,0.3888973384030418,0.514762679304136,0.5693480323611667,0.43261111651692563,0.43261111651692563,0.19047619047619047,0.3333333333333333,0.6839620754490539,0.16666666666666666,0.0,0.0,1.0,1.0,0.55,1.0,0,4,1,3
183,0.5277805928731274,0.010568559697875039,0.49992395437262355,0.4307717022430169,0.4132041550139833,0.16217443482209465,0.16217443482209465,0.30952380952380953,0.16666666666666666,0.15189822778733447,0.0,1.0,1.0,0.0,0.0,0.1,1.0,0,2,18,0
184,0.6758975312661532,0.9267140893100858,0.8888212927756654,0.27617689779580584,0.22301987614862168,0.16217443482209465,0.16217443482209465,0.047619047619047616,0.16666666666666666,0.008781053726447174,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1,5,6,5
185,0.5400755016632319,0.006418965466863603,0.33338403041825093,0.9396641164146535,0.781424790251698,0.16217443482209465,0.16217443482209465,0.0,0.0,0.025883105972716727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,2,0
186,0.7252603721410981,0.6577782945674052,0.7777946768060836,0.49367122499113103,0.36548641630043954,0.3692225357594629,0.38314791389618674,0.16666666666666666,0.0,0.012144157298875866,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,8
187,0.3727939467873983,0.08758430028633826,0.3888973384030418,0.685676419205205,0.641355373551738,0.527250710864606,0.527250710864606,0.11904761904761904,0.16666666666666666,0.08989078689442734,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0,6,1,0
188,0.5188242835444172,0.01536672165886686,0.49992395437262355,0.5461220774178865,0.6314360267678786,0.48682062426345774,0.48682062426345774,0.09523809523809523,0.5,0.07199073888866664,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0,1,10,0
189,0.5400755016632319,0.006418965466863603,0.8888212927756654,0.28424265547500954,0.19531562125449464,0.19357140540365217,0.19357140540365217,0.35714285714285715,0.16666666666666666,0.15689882785934312,0.16666666666666666,1.0,0.0,0.0,0.0,0.2,1.0,0,0,2,0
190,0.7517595727576418,0.9792503372431505,0.2777186311787072,0.6152533183397257,0.5182156412305235,0.4327624793227595,0.4327624793227595,0.09523809523809523,0.16666666666666666,0.1503980477657319,0.16666666666666666,0.0,0.0,1.0,0.0,0.15,1.0,0,2,14,1
191,0.541459773277632,0.006468951349496349,0.6121673003802282,0.2847915286116856,0.29570765081901723,0.24778091315018433,0.40713891862086865,0.11904761904761904,0.16666666666666666,0.03488418610233228,0.3333333333333333,1.0,1.0,0.0,0.0,0.2,1.0,0,3,2,0
192,0.5243768167583398,0.015831279226661676,0.2777186311787072,0.6682530439031573,0.5828630643228127,0.4327624793227595,0.4327624793227595,0.047619047619047616,0.16666666666666666,0.4299315917910149,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,1.0,1,2,1,0
193,0.539887368092634,0.006419573683238549,0.5555893536121673,0.3124828477144789,0.3136673491809829,0.3387175245694269,0.46164034035008056,0.16666666666666666,0.16666666666666666,0.5699483938072569,0.3333333333333333,1.0,1.0,0.0,0.0,0.25,1.0,0,6,2,0
194,0.5404823491449121,0.0068389198669431585,0.6678326996197719,0.29451729285059275,0.17975304634438677,0.2071994637432022,0.38995924015871475,0.19047619047619047,0.0,0.01288154578549426,0.6666666666666666,0.0,0.0,0.0,0.0,0.3,1.0,0,6,2,0
195,0.3154658943656942,0.10546122405738803,0.49992395437262355,0.33504019491689924,0.4002072512984419,0.38314791389618674,0.6885385921096732,0.35714285714285715,0.5,0.6974636956434772,0.6666666666666666,1.0,1.0,1.0,1.0,0.4,1.0,0,3,0,0
196,0.7502056401247043,0.982479129896146,0.33338403041825093,0.4355375275273265,0.43628895325609274,0.6824678624328328,0.7240818224081823,0.38095238095238093,0.16666666666666666,0.14489738768652238,0.3333333333333333,0.0,1.0,0.0,0.0,0.1,1.0,0,7,13,1
197,0.5226105810326868,0.013442857238135245,0.3888973384030418,0.5081561209395101,0.4725516879744307,0.16217443482209465,0.16217443482209465,0.047619047619047616,0.16666666666666666,0.47993759251110135,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1,0,3,0
198,0.6616401843911631,0.8144928272482215,0.6118631178707225,0.46927983828323194,0.4638246604075111,0.16217443482209465,0.16217443482209465,0.07142857142857142,0.16666666666666666,0.03496881625795095,0.0,1.0,0.0,0.0,0.0,0.2,1.0,1,0,1,9
199,0.5400447371038295,0.00687412038963822,0.3888973384030418,0.46432659290347195,0.4710097882540952,0.5859037981252635,0.5859037981252635,0.23809523809523808,0.3333333333333333,0.19490338840660879,0.16666666666666666,1.0,1.0,0.0,0.0,0.23332999999999998,1.0,0,2,12,0
200,0.36692703477797595,0.08114760341147112,0.9443346007604563,0.266089680515673,0.1532411106671994,0.22186003265111953,0.2529650892499973,0.11904761904761904,0.0,0.0373844861383366,0.5,0.0,0.0,0.0,0.0,0.8,1.0,0,5,19,0
201,0.7260687247558197,0.657321372015791,0.8343726235741444,0.2347302824019224,0.12399495605273674,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.4499339920790495,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,6,1,8
202,0.44854306208179856,0.8365964176690347,0.5560456273764258,0.2893766273753824,0.4711783359968039,0.4084741548009038,0.5938989977619928,0.19047619047619047,0.5,0.3249189902788335,0.5,1.0,1.0,1.0,1.0,0.175,1.0,1,1,1,2
203,0.6452734848437225,0.899009643367558,0.2780228136882129,0.3577849622147701,0.6446014782261288,0.4689003492156163,0.8949974592671879,0.09523809523809523,0.16666666666666666,0.04888586630395648,0.8333333333333334,0.0,1.0,0.0,0.0,0.05,1.0,0,1,1,9
204,0.521796149193652,0.013672496933168762,0.5555893536121673,0.38858879361700704,0.32444191969636443,0.3564864368114344,0.4095066653692712,0.09523809523809523,0.16666666666666666,0.11989438732647918,0.5,0.0,1.0,1.0,0.0,0.1,1.0,1,7,11,0
206,0.5407141425992135,0.006735789177880821,0.5572623574144486,0.3130384144259925,0.2175451957650819,0.16676397132755993,0.4533478209161775,0.07142857142857142,0.16666666666666666,0.04688562627515302,0.6666666666666666,1.0,0.0,0.0,0.0,0.05,1.0,1,6,2,0
207,0.0,0.8100506068145312,0.7221292775665399,0.2347302824019224,0.12399495605273674,0.16217443482209465,0.16217443482209465,0.07142857142857142,0.0,0.0010801296155538665,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,0,1,0
208,0.5223167058028245,0.01288542693057544,0.39422053231939164,0.5763770356834476,0.6634164003196166,0.4687489864097823,0.5350999535099954,0.23809523809523808,0.3333333333333333,0.09989198703844461,0.3333333333333333,0.0,1.0,0.0,0.0,0.06667000000000001,0.0,0,7,3,0
209,0.20184026409808398,0.4749184786210167,0.2786311787072243,0.5664772384987651,0.7679160007990412,0.16217443482209465,0.16217443482209465,0.0,0.5,0.3899267912149458,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1,0,7,6
210,0.7503911485757128,0.9732349442484447,0.4444106463878327,0.38473998808543675,0.37557431082700765,0.16217443482209465,0.16217443482209465,0.07142857142857142,0.16666666666666666,0.16089930791695004,0.0,0.0,1.0,1.0,0.0,0.15,1.0,0,2,1,1
211,0.5408082324118774,0.00620656490470501,0.6111026615969581,0.3181723863263653,0.2541450259688374,0.2972441157709232,0.4499421577849134,0.09523809523809523,0.16666666666666666,0.032883946073528826,0.5,1.0,0.0,0.0,0.0,0.1,1.0,0,7,2,0
212,0.5400755016632319,0.006418965466863603,0.7779467680608365,0.3392571470645328,0.2214779764282861,0.2294119554993351,0.2579979025439763,0.14285714285714285,0.0,0.007380885706284754,0.5,0.0,0.0,0.0,0.0,0.8,1.0,0,0,2,0
213,0.3557438871614912,0.7292394325887857,0.6118631178707225,0.39867601089713983,0.2768927287255294,0.16217443482209465,0.16217443482209465,0.0,0.16666666666666666,0.009881185742289075,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1,2,1,10
214,0.6759998188206936,0.9269662710245125,0.05551330798479087,0.9933934416353741,0.8315334099081103,0.16217443482209465,0.16217443482209465,0.07142857142857142,0.0,0.07398887866543985,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1,8,6,5
215,0.5228283277944463,0.015511686230462583,0.2777186311787072,0.696131783101401,0.7737277766679985,0.16217443482209465,0.16217443482209465,0.11904761904761904,0.3333333333333333,0.5279433532023843,0.0,0.0,0.0,1.0,0.0,0.43333000000000005,1.0,0,0,10,0
216,0.3647685877637237,0.08228745791824554,0.33338403041825093,0.5472198236912388,0.6931744406711947,0.6894251456867005,0.8542646470543717,0.7857142857142857,0.3333333333333333,0.3699243909269112,0.6666666666666666,1.0,1.0,1.0,0.0,0.03332999999999999,1.0,1,2,1,0
217,0.5409522501569489,0.006784518713564284,0.6682889733840304,0.31083622830445057,0.3572775169796245,0.29531964581103437,0.3360470522093564,0.3333333333333333,0.3333333333333333,0.14219704364523744,0.5,1.0,1.0,0.0,0.0,0.2,1.0,0,6,2,0
218,0.5189376702888022,0.013436185864773588,0.7777946768060836,0.282957489106207,0.2760375049940072,0.20364243780610425,0.31309396386753596,0.16666666666666666,0.16666666666666666,0.02988358603032364,0.3333333333333333,1.0,1.0,0.0,0.0,0.15,1.0,0,0,1,0
219,0.6759998188206936,0.9269662710245125,0.5555893536121673,0.5050436086400664,0.37609243907311235,0.48666926145762385,0.48666926145762385,0.23809523809523808,0.0,0.19990398847861743,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0,7,6,5
221,0.59159669744297,0.8691487092476761,0.4444106463878327,0.4903712925962369,0.5043635137834599,0.6489950590855524,0.6904630620695621,0.07142857142857142,0.16666666666666666,0.1989038684642157,0.3333333333333333,0.0,1.0,0.0,0.0,0.1,1.0,0,2,1,2
222,0.5401864014522162,0.006954480978166933,0.612319391634981,0.3183531128469782,0.20198262085497404,0.3021309720735624,0.3021309720735624,0.14285714285714285,0.0,0.014881785814297716,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0
223,0.5400755016632319,0.006418965466863603,0.7787072243346007,0.2347302824019224,0.12399495605273674,0.22986063810234292,0.22986063810234292,0.09523809523809523,0.0,0.0031303756450774094,0.16666666666666666,0.0,0.0,0.0,0.0,0.3,0.0,1,0,2,0
224,0.5404424657490402,0.006802634058154352,0.8345247148288973,0.2657215338996098,0.15289777267279267,0.23134183127371805,0.2605170120982129,0.38095238095238093,0.0,0.03488418610233228,0.3333333333333333,1.0,0.0,0.0,0.0,0.4,1.0,1,1,2,0
225,0.9924983753618436,0.007998503392377013,0.49992395437262355,0.3687825056728047,0.39781012784658415,0.24778091315018433,0.3887753667845134,0.16666666666666666,0.5,0.29991598991879026,0.3333333333333333,1.0,1.0,0.0,0.0,0.1,1.0,1,4,8,7
226,0.6323898584445711,0.4240612690110407,0.4444106463878327,0.5184307583150933,0.38857745705153823,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.4999399927991359,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0,8,3,0
227,0.6766610265742007,0.9270306089129159,0.7221292775665399,0.33320615541142057,0.21583474830203758,0.21637853675413274,0.24170477765884985,0.11904761904761904,0.0,0.019882385886306357,0.3333333333333333,1.0,0.0,0.0,0.0,0.2,1.0,0,0,6,5
228,0.5285235477717536,0.009374802014878541,0.5561977186311787,0.3354083415329625,0.4882828106272474,0.49570778329170856,0.6137437427697232,0.5952380952380952,0.8333333333333334,0.7199663959675161,0.3333333333333333,1.0,1.0,1.0,1.0,0.13333,1.0,0,7,18,0
229,0.36813652408790154,0.08727346370526083,0.49992395437262355,0.34751032483918687,0.48913803435876957,0.617446725698161,0.617446725698161,0.09523809523809523,0.3333333333333333,0.2768186882425891,0.16666666666666666,0.0,1.0,1.0,1.0,0.35,1.0,0,0,1,0
230,0.32311139397926064,0.4950473615335124,0.5002281368821293,0.38125263559509226,0.2606434778266081,0.16217443482209465,0.16217443482209465,0.7619047619047619,0.0,0.08989078689442734,0.0,0.0,1.0,0.0,0.0,0.3,1.0,1,0,1,6
231,0.5174167588970195,0.015471962098479572,0.7228897338403042,0.2627897481207789,0.21549765281662006,0.3314575157038911,0.38581298044176315,0.2857142857142857,0.16666666666666666,0.07488898667840141,0.5,1.0,0.0,0.0,0.0,0.25,1.0,0,1,3,0
232,0.19430174962148195,0.4753274281060639,0.6666159695817491,0.2811301431755658,0.2175451957650819,0.346858681197496,0.346858681197496,0.21428571428571427,0.16666666666666666,0.09989198703844461,0.16666666666666666,1.0,0.0,0.0,0.0,0.1,1.0,0,2,7,6
